panel,load_case,a_over_b,a_m,applied_Nx_N_per_m,global_CLPT_Nx_N_per_m,global_shear_corrected_Nx_N_per_m,face_wrinkling_Nx_N_per_m,core_shear_crimping_Nx_N_per_m,face_compression_Nx_N_per_m,governing_mode,reserve_factor,margin_of_safety
LE_upper_sandwich,109MPa_reference,3.45,2.7684177065275692,433392.3444976077,1503943.840831841,717472.6155377439,1682652.061232267,1225000.0,2100000.0,global_buckling,1.655480593155019,0.6554805931550189
LE_upper_sandwich,109MPa_reference,3.475,2.788478704400957,433392.3444976077,1503230.4386122716,717310.2141932903,1682652.061232267,1225000.0,2100000.0,global_buckling,1.6551058718510656,0.6551058718510656
LE_upper_sandwich,109MPa_reference,3.5,2.8085397022743455,433392.3444976077,1502680.6046543056,717184.9930902616,1682652.061232267,1225000.0,2100000.0,global_buckling,1.654816939421551,0.6548169394215511
LE_upper_sandwich,109MPa_reference,3.5250000000000004,2.828600700147734,433392.3444976077,1502290.7748306738,717096.1828623995,1682652.061232267,1225000.0,2100000.0,global_buckling,1.654612020647628,0.654612020647628
LE_upper_sandwich,109MPa_reference,3.5500000000000003,2.848661698021122,433392.3444976077,1502057.5100680701,717043.0294432706,1682652.061232267,1225000.0,2100000.0,global_buckling,1.6544893756129297,0.6544893756129297
LE_upper_sandwich,109MPa_reference,3.575,2.86872269589451,433392.3444976077,1501977.4911185643,717024.793751127,1682652.061232267,1225000.0,2100000.0,global_buckling,1.6544472989764243,0.6544472989764243
LE_upper_sandwich,109MPa_reference,3.6,2.8887836937678983,433392.3444976077,1502047.5135842978,717040.7513783824,1682652.061232267,1225000.0,2100000.0,global_buckling,1.6544841192559194,0.6544841192559194
LE_upper_sandwich,109MPa_reference,3.625,2.9088446916412862,433392.3444976077,1502264.4831815294,717090.192285859,1682652.061232267,1225000.0,2100000.0,global_buckling,1.6545981981225728,0.6545981981225728
LE_upper_sandwich,109MPa_reference,3.6500000000000004,2.9289056895146746,433392.3444976077,1502625.4112309697,717172.4205019369,1682652.061232267,1225000.0,2100000.0,global_buckling,1.654787929706718,0.6547879297067181
LE_upper_sandwich,109MPa_reference,3.6750000000000003,2.948966687388063,433392.3444976077,1503127.4103621223,717286.7538267066,1682652.061232267,1225000.0,2100000.0,global_buckling,1.6550517399152305,0.6550517399152305
